start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker,max_length,max_batch_delay,inited_gpu_memory_used,runtime_gpu_memory_used,index,batch_t
1697022604.1301987,1697022611.566307,7.436108350753784,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.920067905341508,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022604.1303768,1697022611.5668197,7.436442852020264,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.919081911013095,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022604.130522,1697022611.5649123,7.434390306472778,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.925133505310242,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022604.1307085,1697022611.5638385,7.4331300258636475,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.928850892267448,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022604.1310923,1697022611.5656009,7.434508562088013,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.924784757288755,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022604.131277,1697022611.5418425,7.410565376281738,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.99562269859975,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022604.1314244,1697022611.5599718,7.428547382354736,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.942378719583733,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022604.1315687,1697022611.542703,7.411134243011475,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.993934350022762,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022604.131763,1697022611.5623915,7.430628538131714,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.936233141454164,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022604.1318536,1697022611.5439756,7.412122011184692,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.991003352891035,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022604.132177,1697022611.5435493,7.411372184753418,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.993228235834863,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022604.1323376,1697022611.5613697,7.42903208732605,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.940947095662498,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022604.132422,1697022611.560668,7.428246021270752,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,21.94326891344877,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,1,7.47091007232666
1697022616.6489825,1697022618.6034174,1.954434871673584,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.419646784736898,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.649107,1697022618.6096158,1.9605088233947754,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.362579943742954,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.6492615,1697022618.6055713,1.9563097953796387,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.401993429171526,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.6493442,1697022618.6072674,1.957923173904419,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.386829718251974,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.649535,1697022618.6066074,1.9570724964141846,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.394821891350695,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.6496763,1697022618.6042411,1.9545648097991943,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.418422259274443,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.6498275,1697022618.6082058,1.9583783149719238,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.382556488078816,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.6505253,1697022618.6148677,1.9643423557281494,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.32674426381006,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.6506581,1697022618.6163535,1.9656953811645508,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.31412961792293,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.6508267,1697022618.6163523,1.9655256271362305,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.315711330842312,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.650987,1697022618.6155133,1.9645264148712158,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.325027206294894,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.6511178,1697022618.6090562,1.9579384326934814,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.386686424289554,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.6512747,1697022618.6187782,1.967503547668457,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.29729864663316,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.6514196,1697022618.6170707,1.965651035308838,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.31454279184595,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.6515925,1697022618.6181927,1.9666001796722412,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.305703605701822,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022616.6516812,1697022618.6176898,1.9660086631774902,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.311211275038996,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,2,2.0044264793395996
1697022623.7204392,1697022630.7151744,6.994735240936279,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.444700168511563,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.7205718,1697022630.7156892,6.995117425918579,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.443528516649945,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.7206926,1697022630.7137465,6.993053913116455,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.44985608056788,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.7208397,1697022630.716251,6.995411157608032,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.442628120130408,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.7209659,1697022630.7172635,6.996297597885132,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.439911310425472,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.721131,1697022630.717936,6.99680495262146,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.438356652174534,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.7212224,1697022630.714365,6.993142604827881,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.449584039147716,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.7219105,1697022630.7175126,6.995602130889893,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.44204275678538,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.7220745,1697022630.7487192,7.026644706726074,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.347315292093306,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.722209,1697022630.7489705,7.026761531829834,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.346960377199338,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.722375,1697022630.7491615,7.02678656578064,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.34688432554316,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.722492,1697022630.7494102,7.026918172836304,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.346484520034604,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.7226253,1697022630.751077,7.028451681137085,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.341827020390433,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.7227774,1697022630.7496846,7.026907205581665,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.34651783658832,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.722901,1697022630.7503986,7.0274975299835205,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.34472468471316,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022623.7229614,1697022630.7501128,7.027151346206665,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,21.34577620574113,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16337 MiB,3,7.066828012466431
1697022635.8369713,1697022642.7866006,6.949629306793213,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.92965391645875,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.8370874,1697022642.78403,6.946942567825317,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.941229248583333,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.8372316,1697022642.7846406,6.94740891456604,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.9392194353069,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.837306,1697022642.7856936,6.948387622833252,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.935002376160845,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.837479,1697022642.7858984,6.9484193325042725,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.934865765367523,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.8376417,1697022642.7861307,6.94848895072937,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.934565842285267,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.8378184,1697022642.7872458,6.949427366256714,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.93052362989708,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.8382382,1697022642.7878587,6.949620485305786,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.929691907607516,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.8384192,1697022642.8831048,7.04468560218811,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.525803101190817,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.8385801,1697022642.8827965,7.0442163944244385,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.527769783539572,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.8387206,1697022642.884505,7.0457844734191895,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.521198212164645,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.8388467,1697022642.8829653,7.044118642807007,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.528179542006434,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.8389993,1697022642.8836637,7.04466438293457,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.52589203594596,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.8391294,1697022642.883127,7.043997526168823,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.52868725851606,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.8392706,1697022642.884614,7.045343399047852,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.52304638949328,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022635.839367,1697022642.8837416,7.044374704360962,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,29.52710619882747,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,4,7.0832085609436035
1697022647.9694486,1697022654.4955935,6.526144981384277,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.66198812565951,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.969582,1697022654.4965086,6.526926517486572,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.658795611353835,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.9697204,1697022654.4950757,6.525355339050293,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.665214529960622,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.969911,1697022654.4967341,6.526823043823242,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.659218249323846,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.9700425,1697022654.4975982,6.527555704116821,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.656225988276297,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.9701865,1697022654.4955933,6.525406837463379,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.66500408848669,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.9706733,1697022654.4970663,6.526392936706543,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.66097516460705,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.9708512,1697022654.5122466,6.541395425796509,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.59982903858973,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.9709616,1697022654.5123725,6.54141092300415,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.59976602113391,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.971125,1697022654.498122,6.526997089385986,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.658507368258793,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.9712553,1697022654.5128891,6.54163384437561,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.59885957230736,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.9714158,1697022654.5135257,6.542109966278076,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.596923759597352,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.9715705,1697022654.512355,6.540784597396851,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.60231313369497,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.9717011,1697022654.513222,6.541520833969116,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.599319090515564,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.9718945,1697022654.513642,6.541747570037842,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.59839716178371,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022647.971968,1697022654.5142694,6.542301416397095,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,26.59614544262673,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,5,6.5805299282073975
1697022659.6258826,1697022666.4727857,6.846903085708618,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.660331973755966,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6259918,1697022666.472322,6.846330165863037,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.662311935781226,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6261487,1697022666.4723284,6.846179723739624,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.662831905836953,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6262877,1697022666.472278,6.845990419387817,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.66348622709384,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6264558,1697022666.473671,6.847215175628662,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.659253557067647,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6266105,1697022666.4734275,6.8468170166015625,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.66062940008424,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6267831,1697022666.4746091,6.84782600402832,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.65714314363441,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6272976,1697022666.4742923,6.846994638442993,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.660015606035117,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6274762,1697022666.4818194,6.8543431758880615,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.634649716675586,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6276708,1697022666.4822943,6.854623556137085,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.633682969352574,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6278558,1697022666.4818707,6.854014873504639,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.635781799400316,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6279678,1697022666.4830453,6.855077505111694,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.632117927069363,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6281161,1697022666.482443,6.854326963424683,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.634705619449853,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6282635,1697022666.4823794,6.854115962982178,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.63543320173342,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.6283925,1697022666.4833095,6.854917049407959,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.63267109322519,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022659.628485,1697022666.4834158,6.854930877685547,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,23.632623419639295,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,6,6.893879413604736
1697022671.569458,1697022678.5773807,7.007922649383545,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.40208478391615,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
